Name,Morningstar Category,YTD (Daily),1 Yr,3 Yr,5 Yr,10 Yr,Life of Fund,Expense Ratio - Net,Expense Ratio - Gross,Morningstar- Overall,Morningstar- 3yrs,Morningstar- 5yrs,Morningstar- 10yrs,Morningstar Category Risk,Standard Deviation,3 Year Sharpe Ratio,Beta,R2,Manager Tenure,Inception Date,Assets (Millions),Turnover Rates,Minimum Investment,Load (Y/N),Expense Ratio - Net,Expense Ratio - Gross,NTF,1-year Rank,3-year Rank,5-year Rank,10-year Rank,Average Maturity,Average Duration,Minimum Investment,7-Day Yield,30-Day Yield,Last Dividend,YTD (Daily),1 Month,3 Month,YTD,NAV ($),NAV Change ($),NAV Change (%),30-Day Yield (%),7-Day Yield (%),Minimum Investment,Last Dividend
Franklin Small-Mid Cap Growth Fund Class A (FRSGX),Mid-Cap Growth,7.62%,46.63% (6/30/2021),26.92% (6/30/2021),22.45% (6/30/2021),14.63% (6/30/2021),12.06% (6/30/2021),0.88%,0.89%,4 (546 Rated),4 (546 Rated),4 (489 Rated),3 (379 Rated),6,22.98 (06/30/2021),1.11 (06/30/2021),1.03 (06/30/2021),0.96 (06/30/2021),28 years,02/14/1992,"$5,895.46",53.69% (04/30/2021),"$1,000.00",Y,0.88%,0.89%,Y,  43% (579 Funds),  12% (546 Funds),  21% (489 Funds),  40% (379 Funds),-,-,"$1,000",-,-,-,7.62% (7/15/2021),7.85% (6/30/2021),10.01% (6/30/2021),10.34% (6/30/2021),$50.40,-$0.38,-0.75%,-,-,"$1,000.00",-
Franklin Small-Mid Cap Growth Fund Class C (FRSIX),Mid-Cap Growth,7.22%,45.56% (6/30/2021),26.00% (6/30/2021),21.55% (6/30/2021),13.77% (6/30/2021),11.23% (6/30/2021),1.63%,1.64%,4 (546 Rated),4 (546 Rated),4 (489 Rated),3 (379 Rated),6,22.96 (06/30/2021),1.08 (06/30/2021),1.03 (06/30/2021),0.96 (06/30/2021),28 years,02/14/1992,"$5,895.46",53.69% (04/30/2021),"$1,000.00",N,1.63%,1.64%,N,  48% (579 Funds),  17% (546 Funds),  28% (489 Funds),  60% (379 Funds),-,-,"$1,000",-,-,-,7.22% (7/15/2021),7.78% (6/30/2021),9.82% (6/30/2021),9.94% (6/30/2021),$28.36,-$0.21,-0.74%,-,-,"$1,000.00",-
Frank Value Fund Class C (FNKCX),Mid-Cap Blend,6.93%,12.29% (6/30/2021),6.55% (6/30/2021),3.07% (6/30/2021),5.21% (6/30/2021),5.57% (6/30/2021),2.29%,2.29%,1 (357 Rated),3 (357 Rated),1 (290 Rated),1 (202 Rated),6,6.25 (06/30/2021),0.84 (06/30/2021),0.23 (06/30/2021),0.45 (06/30/2021),17 years,07/21/2004,$17.21,64.6% (06/30/2020),"$2,500.00",N,2.29%,2.29%,N, 100% (389 Funds),  99% (357 Funds), 100% (290 Funds), 100% (202 Funds),-,-,"$2,500",-,-,$0.000339 (12/21/2020),6.93% (7/15/2021),0.44% (6/30/2021),4.77% (6/30/2021),7.24% (6/30/2021),$13.58,-$0.03,-0.22%,-,-,"$2,500.00",$0.000339 (12/21/2020)
Frank Value Fund Institutional Class (FNKIX),Mid-Cap Blend,7.51%,13.47% (6/30/2021),7.64% (6/30/2021),4.09% (6/30/2021),6.25% (6/30/2021),6.52% (6/30/2021),1.29%,1.29%,1 (357 Rated),3 (357 Rated),1 (290 Rated),1 (202 Rated),6,6.31 (06/30/2021),1.00 (06/30/2021),0.23 (06/30/2021),0.45 (06/30/2021),17 years,07/21/2004,$17.21,64.6% (06/30/2020),"$1,000,000.00",N,1.29%,1.29%,N, 100% (389 Funds),  96% (357 Funds), 100% (290 Funds), 100% (202 Funds),-,-,"$1,000,000",-,-,$0.000354 (12/21/2020),7.51% (7/15/2021),0.53% (6/30/2021),5.09% (6/30/2021),7.79% (6/30/2021),$15.04,-$0.03,-0.20%,-,-,"$1,000,000.00",$0.000354 (12/21/2020)
Frank Value Fund Investor Class (FRNKX),Mid-Cap Blend,7.39%,13.10% (6/30/2021),7.36% (6/30/2021),3.83% (6/30/2021),5.98% (6/30/2021),6.35% (6/30/2021),1.54%,1.54%,1 (357 Rated),3 (357 Rated),1 (290 Rated),1 (202 Rated),6,6.31 (06/30/2021),0.96 (06/30/2021),0.23 (06/30/2021),0.45 (06/30/2021),17 years,07/21/2004,$17.21,64.6% (06/30/2020),"$2,500.00",N,1.54%,1.54%,Y, 100% (389 Funds),  97% (357 Funds), 100% (290 Funds), 100% (202 Funds),-,-,"$2,500",-,-,$0.000368 (12/21/2020),7.39% (7/15/2021),0.47% (6/30/2021),4.95% (6/30/2021),7.61% (6/30/2021),$14.82,-$0.03,-0.20%,-,-,"$2,500.00",$0.000368 (12/21/2020)
Frontier MFG Global Plus Fund Service Class (FMPSX),Large Growth,11.39%,21.25% (6/30/2021),14.47% (6/30/2021),15.25% (6/30/2021),-,11.31% (6/30/2021),0.95%,1.04%,1 (1138 Rated),1 (1138 Rated),1 (1024 Rated),-,6,13.51 (06/30/2021),0.97 (06/30/2021),0.67 (06/30/2021),0.82 (06/30/2021),6 years,03/23/2015,$680.24,44% (06/30/2020),"$10,000.00",N,0.95%,1.04%,N, 100% (1239 Funds),  98% (1138 Funds),  97% (1024 Funds),-,-,-,"$10,000",-,-,$0.00075028 (12/17/2020),11.39% (7/15/2021),1.42% (6/30/2021),6.61% (6/30/2021),8.87% (6/30/2021),$16.82,-$0.02,-0.12%,-,-,"$10,000.00",$0.00075028 (12/17/2020)
Frost Growth Equity Fund Investor Class Shares (FACEX),Large Growth,15.50%,35.50% (6/30/2021),22.46% (6/30/2021),23.04% (6/30/2021),15.85% (6/30/2021),12.12% (6/30/2021),0.89%,0.89%,3 (1138 Rated),3 (1138 Rated),4 (1024 Rated),3 (761 Rated),6,18.92 (06/30/2021),1.12 (06/30/2021),0.95 (06/30/2021),0.98 (06/30/2021),13 years,04/25/2008,$447.31,17% (07/31/2020),"$2,500.00",N,0.89%,0.89%,Y,  86% (1239 Funds),  50% (1138 Funds),  36% (1024 Funds),  54% (761 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$0.0095 (12/30/2019),15.50% (7/15/2021),6.24% (6/30/2021),12.24% (6/30/2021),13.04% (6/30/2021),$19.67,-$0.13,-0.66%,-,-,"$2,500.00",$0.0095 (12/30/2019)
Fuller & Thaler Behavioral Micro-Cap Equity Fund Institutional Shares (FTMSX),Small Blend,33.70%,134.53% (6/30/2021),-,-,-,31.24% (6/30/2021),1.45%,4.28%,-,-,-,-,7,-,-,-,-,3 years,12/28/2018,$15.00,82% (09/30/2020),"$100,000.00",N,1.45%,4.28%,N,   1% (653 Funds),-,-,-,-,-,"$100,000",-,-,$0.097027 (12/22/2020),33.70% (7/15/2021),-0.64% (6/30/2021),10.07% (6/30/2021),42.89% (6/30/2021),$35.07,-$0.34,-0.96%,-,-,"$100,000.00",$0.097027 (12/22/2020)
Fuller & Thaler Behavioral Mid-Cap Value Fund Institutional Shares (FTVSX),Mid-Cap Value,22.35%,61.56% (6/30/2021),14.81% (6/30/2021),-,-,12.27% (6/30/2021),0.90%,1.49%,4 (395 Rated),4 (395 Rated),-,-,6,24.16 (06/30/2021),0.56 (06/30/2021),1.03 (06/30/2021),0.98 (06/30/2021),4 years,12/21/2017,$147.19,30% (09/30/2020),"$100,000.00",N,0.90%,1.49%,N,  24% (414 Funds),  10% (395 Funds),-,-,-,-,"$100,000",-,-,$0.099625 (12/22/2020),22.35% (7/15/2021),-1.34% (6/30/2021),6.68% (6/30/2021),23.49% (6/30/2021),$29.12,-$0.03,-0.10%,-,-,"$100,000.00",$0.099625 (12/22/2020)
Fuller & Thaler Behavioral Small-Cap Equity Fund Institutional Shares (FTHSX),Small Blend,20.47%,54.25% (6/30/2021),13.43% (6/30/2021),16.30% (6/30/2021),-,16.03% (6/30/2021),0.80%,0.80%,5 (603 Rated),4 (603 Rated),5 (512 Rated),-,7,22.58 (06/30/2021),0.54 (06/30/2021),0.84 (06/30/2021),0.90 (06/30/2021),8 years,09/08/2011,"$5,142.91",54% (09/30/2020),"$100,000.00",N,0.80%,0.80%,N,  77% (653 Funds),  26% (603 Funds),  15% (512 Funds),-,-,-,"$100,000",-,-,$0.103932 (12/22/2020),20.47% (7/15/2021),-1.26% (6/30/2021),2.45% (6/30/2021),22.70% (6/30/2021),$36.19,-$0.08,-0.22%,-,-,"$100,000.00",$0.103932 (12/22/2020)
Fuller & Thaler Behavioral Small-Cap Equity Fund Investor Shares (FTHNX),Small Blend,20.27%,53.78% (6/30/2021),13.10% (6/30/2021),16.03% (6/30/2021),-,15.79% (6/30/2021),1.09%,1.09%,5 (603 Rated),4 (603 Rated),5 (512 Rated),-,7,22.59 (06/30/2021),0.52 (06/30/2021),0.84 (06/30/2021),0.90 (06/30/2021),8 years,09/08/2011,"$5,142.91",54% (09/30/2020),"$2,500.00",N,1.09%,1.09%,Y,  78% (653 Funds),  31% (603 Funds),  19% (512 Funds),-,-,-,"$2,500",-,-,$0.033315 (12/22/2020),20.27% (7/15/2021),-1.29% (6/30/2021),2.38% (6/30/2021),22.52% (6/30/2021),$35.95,-$0.08,-0.22%,-,-,"$2,500.00",$0.033315 (12/22/2020)
Fuller & Thaler Behavioral Small-Cap Growth Fund Institutional Shares (FTXSX),Small Growth,12.72%,69.63% (6/30/2021),21.36% (6/30/2021),-,-,24.18% (6/30/2021),0.99%,1.71%,3 (576 Rated),3 (576 Rated),-,-,7,26.78 (06/30/2021),0.75 (06/30/2021),1.00 (06/30/2021),0.91 (06/30/2021),4 years,12/21/2017,$106.75,128% (09/30/2020),"$100,000.00",N,0.99%,1.71%,N,  14% (612 Funds),  33% (576 Funds),-,-,-,-,"$100,000",-,-,-,12.72% (7/15/2021),5.85% (6/30/2021),10.60% (6/30/2021),19.17% (6/30/2021),$40.58,-$0.57,-1.39%,-,-,"$100,000.00",-
Fuller & Thaler Behavioral Small-Cap Growth Fund Investor Shares (FTXNX),Small Growth,12.57%,69.16% (6/30/2021),21.04% (6/30/2021),-,-,23.86% (6/30/2021),1.25%,1.98%,3 (576 Rated),3 (576 Rated),-,-,7,26.76 (06/30/2021),0.74 (06/30/2021),1.00 (06/30/2021),0.91 (06/30/2021),4 years,12/21/2017,$106.75,128% (09/30/2020),"$2,500.00",N,1.25%,1.98%,Y,  14% (612 Funds),  36% (576 Funds),-,-,-,-,"$2,500",-,-,-,12.57% (7/15/2021),5.83% (6/30/2021),10.53% (6/30/2021),19.01% (6/30/2021),$40.21,-$0.56,-1.37%,-,-,"$2,500.00",-
Fuller & Thaler Behavioral Small-Mid Core Equity Fund Institutional Shares (FTSIX),Mid-Cap Blend,19.27%,64.96% (6/30/2021),-,-,-,28.56% (6/30/2021),0.95%,4.09%,-,-,-,-,6,-,-,-,-,3 years,12/26/2018,$5.06,35% (09/30/2020),"$100,000.00",N,0.95%,4.09%,N,   8% (389 Funds),-,-,-,-,-,"$100,000",-,-,$0.105726 (12/22/2020),19.27% (7/15/2021),-0.35% (6/30/2021),3.59% (6/30/2021),21.12% (6/30/2021),$36.08,-$0.09,-0.25%,-,-,"$100,000.00",$0.105726 (12/22/2020)
Fuller & Thaler Behavioral Unconstrained Equity Fund Institutional Shares (FTZIX),Large Blend,20.50%,55.34% (6/30/2021),-,-,-,31.36% (6/30/2021),0.99%,1.77%,-,-,-,-,6,-,-,-,-,3 years,12/26/2018,$78.19,32% (09/30/2020),"$100,000.00",N,0.99%,1.77%,N,   3% (1386 Funds),-,-,-,-,-,"$100,000",-,-,$0.00762 (12/22/2020),20.50% (7/15/2021),3.73% (6/30/2021),7.56% (6/30/2021),20.47% (6/30/2021),$39.27,-$0.16,-0.41%,-,-,"$100,000.00",$0.00762 (12/22/2020)
FundX Aggressive Upgrader Fund (HOTFX),Large Growth,-1.57%,27.67% (6/30/2021),13.17% (6/30/2021),12.29% (6/30/2021),9.49% (6/30/2021),8.80% (6/30/2021),1.81%,1.94%,1 (1138 Rated),1 (1138 Rated),1 (1024 Rated),1 (761 Rated),6,18.95 (06/30/2021),0.63 (06/30/2021),0.99 (06/30/2021),0.88 (06/30/2021),19 years,07/01/2002,$39.34,159% (09/30/2020),"$2,500.00",N,1.81%,1.94%,Y,  98% (1239 Funds),  99% (1138 Funds), 100% (1024 Funds), 100% (761 Funds),-,-,"$2,500",-,-,$0.16212992 (01/03/2017),-1.57% (7/15/2021),0.28% (6/30/2021),1.60% (6/30/2021),2.01% (6/30/2021),$75.90,-$0.46,-0.60%,-,-,"$2,500.00",$0.16212992 (01/03/2017)
FundX Sustainable Impact Fund (SRIFX),Large Growth,0.69%,28.26% (6/30/2021),15.02% (6/30/2021),-,-,15.24% (6/30/2021),1.98%,2.15%,1 (1138 Rated),1 (1138 Rated),-,-,6,17.63 (06/30/2021),0.78 (06/30/2021),-,-,4 years,03/31/2017,$26.45,156% (09/30/2020),"$2,500.00",N,1.98%,2.15%,Y,  98% (1239 Funds),  97% (1138 Funds),-,-,-,-,"$2,500",-,-,$0.400381517 (01/02/2018),0.69% (7/15/2021),-1.09% (6/30/2021),3.55% (6/30/2021),2.61% (6/30/2021),$36.63,-$0.16,-0.43%,-,-,"$2,500.00",$0.400381517 (01/02/2018)
FundX Upgrader Fund (FUNDX),Large Growth,5.12%,35.25% (6/30/2021),15.86% (6/30/2021),14.85% (6/30/2021),11.16% (6/30/2021),8.84% (6/30/2021),2.01%,2.01%,1 (1138 Rated),1 (1138 Rated),1 (1024 Rated),1 (761 Rated),6,18.34 (06/30/2021),0.79 (06/30/2021),0.98 (06/30/2021),0.92 (06/30/2021),20 years,11/01/2001,$243.97,175% (09/30/2020),"$2,500.00",N,2.01%,2.01%,Y,  88% (1239 Funds),  95% (1138 Funds),  98% (1024 Funds),  99% (761 Funds),-,-,"$2,500",-,-,$0.269223371 (01/02/2018),5.12% (7/15/2021),0.06% (6/30/2021),5.55% (6/30/2021),7.38% (6/30/2021),$78.80,-$0.49,-0.62%,-,-,"$2,500.00",$0.269223371 (01/02/2018)
Gabelli Asset Fund Class A (GATAX),Large Blend,14.34%,44.15% (6/30/2021),12.59% (6/30/2021),12.73% (6/30/2021),10.52% (6/30/2021),11.89% (6/30/2021),1.36%,1.36%,1 (1257 Rated),1 (1257 Rated),1 (1099 Rated),1 (820 Rated),6,19.68 (06/30/2021),0.57 (06/30/2021),1.03 (06/30/2021),0.93 (06/30/2021),35 years,03/03/1986,"$2,283.93",4% (12/31/2020),"$2,500.00",Y,1.36%,1.36%,N,  23% (1386 Funds),  93% (1257 Funds),  93% (1099 Funds),  92% (820 Funds),0.24 years (06/30/2020),0.24 years (06/30/2020),"$2,500",-,-,$0.1713 (12/29/2020),14.34% (7/15/2021),-1.45% (6/30/2021),6.12% (6/30/2021),14.55% (6/30/2021),$60.92,-$0.16,-0.26%,-,-,"$2,500.00",$0.1713 (12/29/2020)
Gabelli Asset Fund Class AAA (GABAX),Large Blend,14.34%,44.14% (6/30/2021),12.59% (6/30/2021),12.73% (6/30/2021),10.52% (6/30/2021),11.89% (6/30/2021),1.36%,1.36%,1 (1257 Rated),1 (1257 Rated),1 (1099 Rated),1 (820 Rated),6,19.68 (06/30/2021),0.57 (06/30/2021),1.03 (06/30/2021),0.93 (06/30/2021),35 years,03/03/1986,"$2,283.93",4% (12/31/2020),"$2,500.00",N,1.36%,1.36%,Y,  23% (1386 Funds),  93% (1257 Funds),  93% (1099 Funds),  93% (820 Funds),0.24 years (06/30/2020),0.24 years (06/30/2020),"$2,500",-,-,$0.1662 (12/29/2020),14.34% (7/15/2021),-1.45% (6/30/2021),6.10% (6/30/2021),14.54% (6/30/2021),$61.80,-$0.16,-0.26%,-,-,"$2,500.00",$0.1662 (12/29/2020)
Gabelli Asset Fund Class C (GATCX),Large Blend,13.87%,43.10% (6/30/2021),11.76% (6/30/2021),11.89% (6/30/2021),9.70% (6/30/2021),11.06% (6/30/2021),2.11%,2.11%,1 (1257 Rated),1 (1257 Rated),1 (1099 Rated),1 (820 Rated),6,19.68 (06/30/2021),0.53 (06/30/2021),1.03 (06/30/2021),0.93 (06/30/2021),35 years,03/03/1986,"$2,283.93",4% (12/31/2020),"$2,500.00",N,2.11%,2.11%,N,  31% (1386 Funds),  95% (1257 Funds),  96% (1099 Funds),  95% (820 Funds),0.24 years (06/30/2020),0.24 years (06/30/2020),"$2,500",-,-,$   0.00 (12/29/2015),13.87% (7/15/2021),-1.51% (6/30/2021),5.91% (6/30/2021),14.10% (6/30/2021),$54.03,-$0.14,-0.26%,-,-,"$2,500.00",$   0.00 (12/29/2015)
Gabelli Asset Fund Class I (GABIX),Large Blend,14.50%,44.52% (6/30/2021),12.87% (6/30/2021),13.01% (6/30/2021),10.80% (6/30/2021),11.99% (6/30/2021),1.11%,1.11%,2 (1257 Rated),1 (1257 Rated),1 (1099 Rated),2 (820 Rated),6,19.69 (06/30/2021),0.59 (06/30/2021),1.03 (06/30/2021),0.93 (06/30/2021),35 years,03/03/1986,"$2,283.93",4% (12/31/2020),"$500,000.00",N,1.11%,1.11%,N,  19% (1386 Funds),  92% (1257 Funds),  92% (1099 Funds),  91% (820 Funds),0.24 years (06/30/2020),0.24 years (06/30/2020),"$500,000",-,-,$0.3049 (12/29/2020),14.50% (7/15/2021),-1.44% (6/30/2021),6.17% (6/30/2021),14.68% (6/30/2021),$61.69,-$0.16,-0.26%,-,-,"$500,000.00",$0.3049 (12/29/2020)
Gabelli Dividend Growth Fund Class AAA (GABBX),Large Value,17.64%,41.63% (6/30/2021),11.98% (6/30/2021),11.50% (6/30/2021),9.24% (6/30/2021),6.50% (6/30/2021),2.01%,2.49%,3 (1141 Rated),3 (1141 Rated),3 (1012 Rated),2 (740 Rated),6,21.15 (06/30/2021),0.50 (06/30/2021),1.10 (06/30/2021),0.92 (06/30/2021),4 years,08/26/1999,$23.47,19% (12/31/2020),"$2,500.00",N,2.01%,2.49%,Y,  55% (1210 Funds),  50% (1141 Funds),  63% (1012 Funds),  89% (740 Funds),-,-,"$2,500",-,-,$0.0014 (12/29/2020),17.64% (7/15/2021),-0.95% (6/30/2021),6.09% (6/30/2021),17.23% (6/30/2021),$19.94,$0.01,0.05%,-,-,"$2,500.00",$0.0014 (12/29/2020)
Gabelli Equity Income Fund Class A (GCAEX),Large Blend,16.39%,42.97% (6/30/2021),11.32% (6/30/2021),10.38% (6/30/2021),9.42% (6/30/2021),9.97% (6/30/2021),1.48%,1.48%,1 (1257 Rated),1 (1257 Rated),1 (1099 Rated),1 (820 Rated),6,19.31 (06/30/2021),0.52 (06/30/2021),1.00 (06/30/2021),0.92 (06/30/2021),30 years,01/02/1992,$616.53,0% (09/30/2020),"$2,500.00",Y,1.48%,1.48%,N,  32% (1386 Funds),  95% (1257 Funds),  98% (1099 Funds),  96% (820 Funds),-,-,"$2,500",-,-,$0.1 (06/28/2021),16.39% (7/15/2021),-1.68% (6/30/2021),6.57% (6/30/2021),16.68% (6/30/2021),$12.15,-$0.03,-0.25%,-,-,"$2,500.00",$0.1 (06/28/2021)
Gabelli Equity Income Fund Class AAA (GABEX),Large Blend,16.37%,42.99% (6/30/2021),11.33% (6/30/2021),10.39% (6/30/2021),9.43% (6/30/2021),9.98% (6/30/2021),1.48%,1.48%,1 (1257 Rated),1 (1257 Rated),1 (1099 Rated),1 (820 Rated),6,19.30 (06/30/2021),0.52 (06/30/2021),1.00 (06/30/2021),0.92 (06/30/2021),30 years,01/02/1992,$616.53,0% (09/30/2020),"$2,500.00",N,1.48%,1.48%,Y,  31% (1386 Funds),  95% (1257 Funds),  98% (1099 Funds),  96% (820 Funds),-,-,"$2,500",-,-,$0.1 (06/28/2021),16.37% (7/15/2021),-1.66% (6/30/2021),6.66% (6/30/2021),16.74% (6/30/2021),$12.31,-$0.03,-0.24%,-,-,"$2,500.00",$0.1 (06/28/2021)
Gabelli Equity Income Fund Class C (GCCEX),Large Blend,16.07%,42.08% (6/30/2021),10.53% (6/30/2021),9.58% (6/30/2021),8.62% (6/30/2021),9.16% (6/30/2021),2.23%,2.23%,1 (1257 Rated),1 (1257 Rated),1 (1099 Rated),1 (820 Rated),6,19.35 (06/30/2021),0.48 (06/30/2021),1.00 (06/30/2021),0.92 (06/30/2021),30 years,01/02/1992,$616.53,0% (09/30/2020),"$2,500.00",N,2.23%,2.23%,N,  41% (1386 Funds),  97% (1257 Funds),  98% (1099 Funds),  97% (820 Funds),-,-,"$2,500",-,-,$0.1 (06/28/2021),16.07% (7/15/2021),-1.74% (6/30/2021),6.56% (6/30/2021),16.42% (6/30/2021),$6.66,-$0.01,-0.15%,-,-,"$2,500.00",$0.1 (06/28/2021)
Gabelli Equity Income Fund Class Institutional (GCIEX),Large Blend,16.54%,43.35% (6/30/2021),11.59% (6/30/2021),10.66% (6/30/2021),9.70% (6/30/2021),10.11% (6/30/2021),1.23%,1.23%,1 (1257 Rated),1 (1257 Rated),1 (1099 Rated),1 (820 Rated),6,19.31 (06/30/2021),0.54 (06/30/2021),1.00 (06/30/2021),0.92 (06/30/2021),30 years,01/02/1992,$616.53,0% (09/30/2020),"$500,000.00",N,1.23%,1.23%,N,  28% (1386 Funds),  95% (1257 Funds),  98% (1099 Funds),  95% (820 Funds),-,-,"$500,000",-,-,$0.1 (06/28/2021),16.54% (7/15/2021),-1.69% (6/30/2021),6.63% (6/30/2021),16.79% (6/30/2021),$13.82,-$0.03,-0.22%,-,-,"$500,000.00",$0.1 (06/28/2021)
Gabelli ESG Fund Class I (ESGKX),Large Blend,14.77%,44.43% (6/30/2021),13.47% (6/30/2021),10.19% (6/30/2021),7.88% (6/30/2021),7.51% (6/30/2021),0.92%,1.69%,1 (1257 Rated),2 (1257 Rated),1 (1099 Rated),1 (820 Rated),6,18.81 (06/30/2021),0.65 (06/30/2021),1.02 (06/30/2021),0.95 (06/30/2021),14 years,06/01/2007,$40.13,18% (03/31/2021),"$2,500.00",N,0.92%,1.69%,N,  20% (1386 Funds),  89% (1257 Funds),  98% (1099 Funds),  98% (820 Funds),-,-,"$2,500",-,-,$0.0932 (11/25/2020),14.77% (7/15/2021),-0.06% (6/30/2021),6.62% (6/30/2021),14.64% (6/30/2021),$16.78,-$0.08,-0.47%,-,-,"$2,500.00",$0.0932 (11/25/2020)
Gabelli Focused Growth and Income Fund Class A (GWSAX),Mid-Cap Blend,19.53%,52.96% (6/30/2021),9.42% (6/30/2021),7.79% (6/30/2021),6.87% (6/30/2021),7.70% (6/30/2021),1.64%,1.64%,1 (357 Rated),1 (357 Rated),1 (290 Rated),1 (202 Rated),6,27.43 (06/30/2021),0.30 (06/30/2021),1.12 (06/30/2021),0.94 (06/30/2021),10 years,12/31/2002,$40.26,59% (09/30/2020),"$2,500.00",Y,1.64%,1.64%,N,  33% (389 Funds),  89% (357 Funds),  98% (290 Funds),  99% (202 Funds),-,-,"$2,500",-,-,$0.06 (06/28/2021),19.53% (7/15/2021),2.40% (6/30/2021),9.56% (6/30/2021),20.61% (6/30/2021),$17.70,-$0.06,-0.34%,-,-,"$2,500.00",$0.06 (06/28/2021)
Gabelli Focused Growth and Income Fund Class AAA (GWSVX),Mid-Cap Blend,19.47%,52.91% (6/30/2021),9.41% (6/30/2021),7.79% (6/30/2021),6.88% (6/30/2021),7.68% (6/30/2021),1.64%,1.64%,1 (357 Rated),1 (357 Rated),1 (290 Rated),1 (202 Rated),6,27.36 (06/30/2021),0.30 (06/30/2021),1.12 (06/30/2021),0.94 (06/30/2021),10 years,12/31/2002,$40.26,59% (09/30/2020),"$2,500.00",N,1.64%,1.64%,Y,  35% (389 Funds),  89% (357 Funds),  99% (290 Funds),  99% (202 Funds),-,-,"$2,500",-,-,$0.06 (06/28/2021),19.47% (7/15/2021),2.43% (6/30/2021),9.60% (6/30/2021),20.63% (6/30/2021),$17.50,-$0.07,-0.40%,-,-,"$2,500.00",$0.06 (06/28/2021)
Gabelli Focused Growth and Income Fund Class C (GWSCX),Mid-Cap Blend,19.02%,51.71% (6/30/2021),8.61% (6/30/2021),6.99% (6/30/2021),6.08% (6/30/2021),6.91% (6/30/2021),2.39%,2.39%,1 (357 Rated),1 (357 Rated),1 (290 Rated),1 (202 Rated),6,27.38 (06/30/2021),0.27 (06/30/2021),1.12 (06/30/2021),0.94 (06/30/2021),10 years,12/31/2002,$40.26,59% (09/30/2020),"$2,500.00",N,2.39%,2.39%,N,  44% (389 Funds),  92% (357 Funds),  99% (290 Funds), 100% (202 Funds),-,-,"$2,500",-,-,$0.06 (06/28/2021),19.02% (7/15/2021),2.32% (6/30/2021),9.37% (6/30/2021),20.15% (6/30/2021),$14.78,-$0.06,-0.40%,-,-,"$2,500.00",$0.06 (06/28/2021)
Gabelli Focused Growth and Income Fund Class Institutional (GWSIX),Mid-Cap Blend,20.13%,53.88% (6/30/2021),9.84% (6/30/2021),8.15% (6/30/2021),7.19% (6/30/2021),7.91% (6/30/2021),0.80%,1.39%,1 (357 Rated),1 (357 Rated),1 (290 Rated),1 (202 Rated),6,27.42 (06/30/2021),0.31 (06/30/2021),1.12 (06/30/2021),0.94 (06/30/2021),10 years,12/31/2002,$40.26,59% (09/30/2020),"$500,000.00",N,0.80%,1.39%,N,  27% (389 Funds),  85% (357 Funds),  98% (290 Funds),  99% (202 Funds),-,-,"$500,000",-,-,$0.06 (06/28/2021),20.13% (7/15/2021),2.55% (6/30/2021),9.88% (6/30/2021),21.18% (6/30/2021),$18.27,-$0.07,-0.38%,-,-,"$500,000.00",$0.06 (06/28/2021)
Gabelli Growth Fund Class AAA (GABGX),Large Growth,12.80%,36.75% (6/30/2021),23.76% (6/30/2021),23.15% (6/30/2021),16.83% (6/30/2021),11.54% (6/30/2021),1.37%,1.37%,4 (1138 Rated),4 (1138 Rated),4 (1024 Rated),4 (761 Rated),6,18.57 (06/30/2021),1.21 (06/30/2021),0.92 (06/30/2021),0.84 (06/30/2021),27 years,04/10/1987,"$1,076.72",75% (12/31/2019),"$2,500.00",N,1.37%,1.37%,Y,  79% (1239 Funds),  34% (1138 Funds),  34% (1024 Funds),  34% (761 Funds),-,-,"$2,500",-,-,$   0.00 (12/29/2015),12.80% (7/15/2021),6.60% (6/30/2021),13.23% (6/30/2021),10.81% (6/30/2021),$96.50,-$0.85,-0.87%,-,-,"$2,500.00",$   0.00 (12/29/2015)
Gabelli Growth Fund Class I (GGCIX),Large Growth,12.95%,37.08% (6/30/2021),24.07% (6/30/2021),23.46% (6/30/2021),17.12% (6/30/2021),11.64% (6/30/2021),1.12%,1.12%,4 (1138 Rated),4 (1138 Rated),4 (1024 Rated),4 (761 Rated),6,18.57 (06/30/2021),1.23 (06/30/2021),0.92 (06/30/2021),0.84 (06/30/2021),27 years,04/10/1987,"$1,076.72",75% (12/31/2019),"$500,000.00",N,1.12%,1.12%,N,  77% (1239 Funds),  32% (1138 Funds),  30% (1024 Funds),  30% (761 Funds),-,-,"$500,000",-,-,$   0.00 (12/29/2015),12.95% (7/15/2021),6.61% (6/30/2021),13.28% (6/30/2021),10.94% (6/30/2021),$99.94,-$0.87,-0.86%,-,-,"$500,000.00",$   0.00 (12/29/2015)
